Freq[Hz]     dBSPL  Phase[Deg]
106.787     -0.001   -17.367
108.340     -0.001   -17.622
109.916     -0.001   -17.880
111.515     -0.001   -18.142
113.137     -0.001   -18.408
114.783     -0.001   -18.678
116.452     -0.001   -18.952
118.146     -0.001   -19.230
119.865     -0.001   -19.513
121.608     -0.001   -19.799
123.377     -0.001   -20.090
125.171     -0.001   -20.385
126.992     -0.001   -20.685
128.839     -0.001   -20.989
130.713     -0.001   -21.298
132.615     -0.001   -21.611
134.543     -0.001   -21.929
136.500     -0.001   -22.252
138.486     -0.001   -22.579
140.500     -0.001   -22.912
142.544     -0.001   -23.250
144.617     -0.001   -23.592
146.721     -0.001   -23.940
148.855     -0.001   -24.293
151.020     -0.001   -24.652
153.217     -0.001   -25.016
155.445     -0.001   -25.385
157.706     -0.001   -25.760
160.000     -0.001   -26.141
162.327     -0.001   -26.528
164.688     -0.001   -26.920
167.084     -0.001   -27.319
169.514     -0.001   -27.723
171.980     -0.001   -28.134
174.481     -0.001   -28.551
177.019     -0.001   -28.975
179.594     -0.001   -29.405
182.206     -0.001   -29.841
184.856     -0.001   -30.285
187.545     -0.001   -30.735
190.273     -0.001   -31.192
193.041     -0.001   -31.656
195.849     -0.001   -32.128
198.697     -0.001   -32.606
201.587     -0.001   -33.093
204.520     -0.001   -33.586
207.494     -0.001   -34.088
210.512     -0.001   -34.597
213.574     -0.001   -35.115
216.681     -0.001   -35.640
219.833     -0.001   -36.174
223.030     -0.001   -36.716
226.274     -0.001   -37.267
229.565     -0.001   -37.826
232.905     -0.001   -38.395
236.292     -0.001   -38.972
239.729     -0.001   -39.558
243.216     -0.001   -40.154
246.754     -0.001   -40.760
250.343     -0.001   -41.375
253.984     -0.001   -42.000
257.678     -0.001   -42.635
261.426     -0.001   -43.280
265.229     -0.001   -43.936
269.087     -0.001   -44.602
273.001     -0.001   -45.279
276.972     -0.001   -45.967
281.000     -0.001   -46.666
285.088     -0.001   -47.377
289.234     -0.001   -48.099
293.441     -0.001   -48.834
297.709     -0.001   -49.580
302.040     -0.001   -50.338
306.433     -0.001   -51.109
310.890     -0.001   -51.893
315.412     -0.001   -52.690
320.000     -0.001   -53.500
324.655     -0.001   -54.324
329.377     -0.001   -55.161
334.168     -0.001   -56.013
339.028     -0.001   -56.878
343.959     -0.001   -57.758
348.962     -0.001   -58.653
354.038     -0.001   -59.563
359.188     -0.001   -60.489
364.412     -0.001   -61.430
369.713     -0.001   -62.387
375.090     -0.001   -63.361
380.546     -0.001   -64.351
386.081     -0.001   -65.358
391.697     -0.001   -66.382
397.394     -0.001   -67.423
403.175     -0.001   -68.483
409.039     -0.001   -69.560
414.989     -0.001   -70.656
421.025     -0.001   -71.771
427.149     -0.001   -72.905
433.362     -0.001   -74.059
439.665     -0.001   -75.232
446.060     -0.001   -76.425
452.548     -0.001   -77.639
459.131     -0.001   -78.874
465.809     -0.001   -80.130
472.584     -0.001   -81.408
479.458     -0.001   -82.707
486.432     -0.001   -84.029
493.507     -0.001   -85.373
500.686     -0.001   -86.740
507.968     -0.001   -88.131
515.357     -0.001   -89.544
522.853     -0.001   -90.982
530.458     -0.001   -92.444
538.174     -0.001   -93.930
546.002     -0.001   -95.440
553.943     -0.001   -96.976
562.001     -0.001   -98.537
570.175     -0.001  -100.123
578.469     -0.001  -101.735
586.883     -0.001  -103.373
595.419     -0.001  -105.036
604.080     -0.001  -106.726
612.866     -0.001  -108.442
621.780     -0.001  -110.184
630.824     -0.001  -111.952
640.000     -0.001  -113.747
649.309     -0.001  -115.568
658.753     -0.001  -117.415
668.335     -0.001  -119.289
678.056     -0.001  -121.188
687.919     -0.001  -123.113
697.925     -0.001  -125.064
708.077     -0.001  -127.040
718.376     -0.001  -129.040
728.825     -0.001  -131.065
739.426     -0.001  -133.115
750.181     -0.001  -135.187
761.093     -0.001  -137.282
772.163     -0.001  -139.400
783.394     -0.001  -141.539
794.789     -0.001  -143.699
806.349     -0.001  -145.878
818.078     -0.001  -148.077
829.977     -0.001  -150.294
842.050     -0.001  -152.527
854.298     -0.001  -154.777
866.724     -0.001  -157.041
879.330     -0.001  -159.320
892.120     -0.001  -161.610
905.097     -0.001  -163.912
918.262     -0.001  -166.223
931.618     -0.001  -168.544
945.169     -0.001  -170.871
958.917     -0.001  -173.204
972.864     -0.001  -175.541
987.015     -0.001  -177.881
1001.37     -0.001   179.778
1015.94     -0.001   177.436
1030.71     -0.001   175.097
1045.71     -0.001   172.760
1060.92     -0.001   170.428
1076.35     -0.001   168.101
1092.00     -0.001   165.782
1107.89     -0.001   163.472
1124.00     -0.001   161.171
1140.35     -0.001   158.882
1156.94     -0.001   156.606
1173.77     -0.001   154.343
1190.84     -0.001   152.095
1208.16     -0.001   149.863
1225.73     -0.001   147.649
1243.56     -0.001   145.452
1261.65     -0.001   143.275
1280.00     -0.001   141.118
1298.62     -0.001   138.981
1317.51     -0.001   136.866
1336.67     -0.001   134.773
1356.11     -0.001   132.703
1375.84     -0.001   130.657
1395.85     -0.001   128.635
1416.15     -0.001   126.637
1436.75     -0.001   124.664
1457.65     -0.001   122.716
1478.85     -0.001   120.794
1500.36     -0.001   118.897
1522.19     -0.001   117.027
1544.33     -0.001   115.182
1566.79     -0.001   113.364
1589.58     -0.001   111.572
1612.70     -0.001   109.806
1636.16     -0.001   108.067
1659.95     -0.001   106.354
1684.10     -0.001   104.667
1708.60     -0.001   103.006
1733.45     -0.001   101.371
1758.66     -0.001    99.761
1784.24     -0.001    98.178
1810.19     -0.001    96.619
1836.52     -0.001    95.086
1863.24     -0.001    93.577
1890.34     -0.001    92.094
1917.83     -0.001    90.634
1945.73     -0.001    89.199
1974.03     -0.001    87.787
2002.74     -0.001    86.398
2031.87     -0.001    85.033
2061.43     -0.001    83.691
2091.41     -0.001    82.371
2121.83     -0.001    81.073
2152.69     -0.001    79.797
2184.01     -0.001    78.542
2215.77     -0.001    77.309
2248.00     -0.001    76.096
2280.70     -0.001    74.904
2313.87     -0.001    73.732
2347.53     -0.001    72.579
2381.68     -0.001    71.446
2416.32     -0.001    70.332
2451.46     -0.001    69.237
2487.12     -0.001    68.160
2523.30     -0.001    67.101
2560.00     -0.001    66.060
2597.24     -0.001    65.037
2635.01     -0.001    64.030
2673.34     -0.001    63.040
2712.23     -0.001    62.067
2751.68     -0.001    61.110
2791.70     -0.001    60.169
2832.31     -0.001    59.244
2873.50     -0.001    58.333
2915.30     -0.001    57.438
2957.70     -0.001    56.558
3000.72     -0.001    55.692
3044.37     -0.001    54.840
3088.65     -0.001    54.002
3133.58     -0.001    53.178
3179.16     -0.001    52.367
3225.40     -0.001    51.570
3272.31     -0.001    50.785
3319.91     -0.001    50.013
3368.20     -0.001    49.254
3417.19     -0.001    48.506
3466.89     -0.001    47.771
3517.32     -0.001    47.047
3568.48     -0.001    46.335
3620.39     -0.001    45.635
3673.05     -0.001    44.945
3726.47     -0.001    44.267
3780.67     -0.001    43.599
3835.67     -0.001    42.941
3891.46     -0.001    42.295
3948.06     -0.001    41.658
4005.49     -0.001    41.031
4063.75     -0.001    40.414
4122.86     -0.001    39.806
4182.82     -0.001    39.208
4243.66     -0.001    38.620
4305.39     -0.001    38.040
4368.01     -0.001    37.469
4431.55     -0.001    36.907
4496.01     -0.001    36.354
4561.40     -0.001    35.809
4627.75     -0.001    35.273
4695.06     -0.001    34.745
4763.35     -0.001    34.224
4832.64     -0.001    33.712
4902.93     -0.001    33.207
4974.24     -0.001    32.710
5046.60     -0.001    32.221
5120.00     -0.001    31.739
5194.47     -0.001    31.264
5270.03     -0.001    30.796
5346.68     -0.001    30.336
5424.45     -0.001    29.882
5503.35     -0.001    29.435
5583.40     -0.001    28.994
5664.61     -0.001    28.560
5747.01     -0.001    28.133
5830.60     -0.001    27.712
5915.41     -0.001    27.297
6001.45     -0.001    26.888
6088.74     -0.001    26.485
6177.30     -0.001    26.088
6267.15     -0.001    25.697
6358.31     -0.001    25.312
6450.80     -0.001    24.932
6544.62     -0.001    24.558
6639.82     -0.001    24.189
6736.40     -0.001    23.825
6834.38     -0.001    23.467
6933.79     -0.001    23.114
7034.64     -0.001    22.766
7136.96     -0.001    22.423
7240.77     -0.001    22.084
7346.09     -0.001    21.751
7452.94     -0.001    21.422
7561.35     -0.001    21.099
7671.33     -0.001    20.779
7782.91     -0.001    20.465
7896.12     -0.001    20.154
8010.97     -0.001    19.848
8127.49     -0.001    19.547
8245.71     -0.001    19.249
8365.65     -0.001    18.956
8487.33     -0.001    18.667
8610.78     -0.001    18.382
8736.03     -0.001    18.101
8863.09     -0.001    17.823
8992.01     -0.001    17.550
9122.80     -0.001    17.280
9255.50     -0.001    17.014
9390.12     -0.001    16.752
9526.70     -0.001    16.494
9665.27     -0.001    16.238
9805.86     -0.001    15.987
9948.49     -0.001    15.739
10093.2     -0.001    15.494
10240.0     -0.001    15.252
10388.9     -0.001    15.014
10540.1     -0.001    14.779
10693.4     -0.001    14.547
10848.9     -0.001    14.318
11006.7     -0.001    14.092
11166.8     -0.001    13.869
11329.2     -0.001    13.649
11494.0     -0.001    13.432
11661.2     -0.001    13.218
11830.8     -0.001    13.007
12002.9     -0.001    12.798
12177.5     -0.001    12.593
12354.6     -0.001    12.389
12534.3     -0.001    12.189
12716.6     -0.001    11.991
12901.6     -0.001    11.795
13089.2     -0.001    11.602
13279.6     -0.001    11.412
13472.8     -0.001    11.224
13668.8     -0.001    11.038
13867.6     -0.001    10.854
14069.3     -0.001    10.673
14273.9     -0.001    10.494
14481.5     -0.001    10.317
14692.2     -0.001    10.143
14905.9     -0.001     9.970
15122.7     -0.001     9.800
15342.7     -0.001     9.631
15565.8     -0.001     9.465
15792.2     -0.001     9.301
16021.9     -0.001     9.138
16255.0     -0.001     8.977
16491.4     -0.001     8.819
16731.3     -0.001     8.662
16974.7     -0.001     8.507
17221.6     -0.001     8.353
17472.1     -0.001     8.202
17726.2     -0.001     8.052
17984.0     -0.001     7.903
18245.6     -0.001     7.757
18511.0     -0.001     7.611
18780.2     -0.001     7.468
19053.4     -0.001     7.326
19330.5     -0.001     7.185
19611.7     -0.001     7.046
19897.0     -0.001     6.908
20186.4     -0.001     6.772
20480.0     -0.001     6.637
20777.9     -0.001     6.503
21080.1     -0.001     6.371
21386.7     -0.001     6.240
21697.8     -0.001     6.110
22013.4     -0.001     5.981
22333.6     -0.001     5.854
22658.4     -0.001     5.727
22988.0     -0.001     5.602
23322.4     -0.001     5.478
23661.6     -0.001     5.354
24005.8     -0.001     5.232
24355.0     -0.001     5.111
24709.2     -0.001     4.991
25068.6     -0.001     4.871
25433.2     -0.001     4.753
25803.2     -0.001     4.635
26178.5     -0.001     4.518
26559.3     -0.001     4.402
26945.6     -0.001     4.287
27337.5     -0.001     4.172
27735.2     -0.001     4.058
28138.6     -0.001     3.945
28547.9     -0.001     3.832
28963.1     -0.001     3.720
29384.4     -0.001     3.608
29811.8     -0.001     3.497
30245.4     -0.001     3.386
30685.3     -0.001     3.276
31131.7     -0.001     3.166
31584.5     -0.001     3.057
