Freq[Hz]     dBSPL  Phase[Deg]
24709.2   -120.939     4.609
25068.6   -121.779     4.499
25433.2   -122.635     4.390
25803.2   -123.506     4.281
26178.5   -124.393     4.173
26559.3   -125.297     4.066
26945.6   -126.219     3.959
27337.5   -127.160     3.853
27735.2   -128.122     3.748
28138.6   -129.106     3.643
28547.9   -130.113     3.539
28963.1   -131.145     3.436
29384.4   -132.203     3.333
29811.8   -133.290     3.230
30245.4   -134.407     3.128
30685.3   -135.556     3.026
31131.7   -136.741     2.925
31584.5   -137.964     2.823
32043.9   -139.228     2.723
32510.0   -140.536     2.622
32982.8   -141.893     2.521
33462.6   -143.302     2.421
33949.3   -144.770     2.321
34443.1   -146.301     2.221
34944.1   -147.902     2.121
35452.4   -149.581     2.021
35968.0   -151.346     1.921
36491.2   -153.208     1.821
37022.0   -155.178     1.720
37560.5   -157.272     1.620
38106.8   -159.506     1.519
38661.1   -161.902     1.418
39223.4   -164.486     1.316
39793.9   -167.291     1.214
