Freq[Hz]     dBSPL  Phase[Deg]
11006.7     65.387  -146.216
11166.8     65.662  -164.841
11329.2     65.985   175.693
11494.0     66.281   155.446
11661.2     66.468   134.185
11830.8     66.469   112.557
12002.9     66.128    91.879
12177.5     65.530    71.434
12354.6     65.331    50.728
12534.3     65.568    30.641
12716.6     65.846    10.122
12901.6     66.079   -11.833
13089.2     66.211   -34.948
13279.6     66.180   -58.581
13472.8     66.084   -82.768
13668.8     66.071  -107.120
13867.6     66.028  -131.393
14069.3     65.981  -156.093
14273.9     66.145   177.887
14481.5     66.387   150.418
14692.2     66.389   121.922
14905.9     65.783    94.093
15122.7     64.742    67.758
15342.7     63.813    44.678
15565.8     63.606    22.103
15792.2     64.607    -3.120
16021.9     65.907   -31.761
16255.0     66.511   -63.659
16491.4     66.320   -98.032
16731.3     65.962  -134.194
16974.7     65.918  -170.569
17221.6     65.508   153.799
17472.1     64.180   119.613
17726.2     62.535    82.086
17984.0     61.586    54.127
18245.6     60.475    30.018
18511.0     60.121    -0.723
18780.2     61.811   -36.125
19053.4     62.154   -71.053
19330.5     60.789  -114.791
19611.7     59.025  -160.022
19897.0     57.367   159.030
20186.4     55.432   121.208
20480.0     52.976    87.700
20777.9     50.648    54.495
21080.1     50.532    13.012
21386.7     51.630   -55.557
21697.8     50.696  -157.038
22013.4     46.348    89.727
22333.6     42.775   -24.759
22658.4     44.676  -130.462
22988.0     45.462   152.514
23322.4     45.351    95.054
23661.6     45.357    37.046
24005.8     46.190   -23.500
24355.0     47.328   -83.519
24709.2     47.503  -142.286
25068.6     47.333   157.688
25433.2     47.849    99.427
25803.2     48.210    44.784
26178.5     47.929   -11.079
26559.3     47.444   -65.342
26945.6     46.874  -117.044
27337.5     46.637  -171.018
27735.2     47.099   132.854
28138.6     46.890    73.961
28547.9     45.819     9.275
28963.1     44.333   -58.380
29384.4     41.800  -127.495
29811.8     38.386   159.755
30245.4     35.448    87.261
30685.3     34.451    15.759
31131.7     36.656   -57.753
31584.5     40.098  -130.852
32043.9     42.686   159.217
32510.0     44.659    84.313
32982.8     46.329    10.683
33462.6     46.532   -54.797
33949.3     45.548  -121.361
34443.1     45.913   170.356
34944.1     46.161   107.056
35452.4     43.888    41.849
35968.0     43.495   -31.719
36491.2     43.387  -104.979
37022.0     41.535  -178.783
37560.5     37.842    88.861
38106.8     33.350   -37.959
38661.1     28.243  -171.517
39223.4     23.016    67.451
39793.9     18.499   -47.842
