Freq[Hz]     dBSPL  Phase[Deg]
493.507     -0.137  -118.990
500.686     -0.149  -120.912
507.968     -0.163  -122.871
515.357     -0.177  -124.867
522.853     -0.193  -126.903
530.458     -0.211  -128.978
538.174     -0.229  -131.093
546.002     -0.249  -133.250
553.943     -0.271  -135.450
562.001     -0.295  -137.694
570.175     -0.321  -139.982
578.469     -0.348  -142.316
586.883     -0.378  -144.697
595.419     -0.411  -147.126
604.080     -0.446  -149.604
612.866     -0.484  -152.132
621.780     -0.525  -154.711
630.824     -0.569  -157.342
640.000     -0.617  -160.027
649.309     -0.669  -162.766
658.753     -0.725  -165.561
668.335     -0.785  -168.411
678.056     -0.851  -171.319
687.919     -0.921  -174.285
697.925     -0.997  -177.309
708.077     -1.079   179.607
718.376     -1.167   176.464
728.825     -1.262   173.260
739.426     -1.364   169.996
750.181     -1.473   166.671
761.093     -1.591   163.286
772.163     -1.718   159.840
783.394     -1.854   156.336
794.789     -2.000   152.772
806.349     -2.156   149.151
818.078     -2.322   145.474
829.977     -2.501   141.742
842.050     -2.691   137.957
854.298     -2.894   134.122
866.724     -3.110   130.239
879.330     -3.340   126.312
892.120     -3.584   122.344
905.097     -3.842   118.337
918.262     -4.116   114.298
931.618     -4.404   110.228
945.169     -4.709   106.134
958.917     -5.030   102.020
972.864     -5.367    97.890
987.015     -5.720    93.751
1001.37     -6.090    89.607
1015.94     -6.476    85.463
1030.71     -6.879    81.325
1045.71     -7.299    77.197
1060.92     -7.734    73.086
1076.35     -8.186    68.995
1092.00     -8.653    64.930
1107.89     -9.136    60.895
1124.00     -9.633    56.894
1140.35    -10.145    52.932
1156.94    -10.671    49.011
1173.77    -11.211    45.136
1190.84    -11.764    41.309
1208.16    -12.329    37.532
1225.73    -12.906    33.808
1243.56    -13.495    30.139
1261.65    -14.094    26.527
1280.00    -14.704    22.972
1298.62    -15.323    19.476
1317.51    -15.952    16.040
1336.67    -16.589    12.663
1356.11    -17.234     9.348
1375.84    -17.887     6.092
1395.85    -18.548     2.897
1416.15    -19.214    -0.238
1436.75    -19.887    -3.313
1457.65    -20.566    -6.329
1478.85    -21.251    -9.286
1500.36    -21.941   -12.186
1522.19    -22.635   -15.029
1544.33    -23.334   -17.815
1566.79    -24.037   -20.547
1589.58    -24.743   -23.225
1612.70    -25.454   -25.849
1636.16    -26.167   -28.421
1659.95    -26.884   -30.943
1684.10    -27.603   -33.414
1708.60    -28.326   -35.837
1733.45    -29.050   -38.212
1758.66    -29.777   -40.540
1784.24    -30.506   -42.823
1810.19    -31.238   -45.061
1836.52    -31.970   -47.256
1863.24    -32.705   -49.409
1890.34    -33.441   -51.520
1917.83    -34.179   -53.590
1945.73    -34.918   -55.621
1974.03    -35.658   -57.614
2002.74    -36.400   -59.569
2031.87    -37.142   -61.488
2061.43    -37.886   -63.370
2091.41    -38.630   -65.218
2121.83    -39.376   -67.032
2152.69    -40.122   -68.812
2184.01    -40.869   -70.560
2215.77    -41.617   -72.277
2248.00    -42.365   -73.962
2280.70    -43.114   -75.617
2313.87    -43.864   -77.243
2347.53    -44.614   -78.840
2381.68    -45.365   -80.409
2416.32    -46.116   -81.950
2451.46    -46.867   -83.464
2487.12    -47.619   -84.952
2523.30    -48.372   -86.415
2560.00    -49.125   -87.852
2597.24    -49.878   -89.264
2635.01    -50.632   -90.653
2673.34    -51.386   -92.018
2712.23    -52.140   -93.360
2751.68    -52.895   -94.680
2791.70    -53.650   -95.978
2832.31    -54.405   -97.254
2873.50    -55.160   -98.509
2915.30    -55.916   -99.743
2957.70    -56.672  -100.957
3000.72    -57.429  -102.151
3044.37    -58.185  -103.326
3088.65    -58.942  -104.482
3133.58    -59.699  -105.619
3179.16    -60.457  -106.737
3225.40    -61.214  -107.838
3272.31    -61.972  -108.922
3319.91    -62.730  -109.988
3368.20    -63.488  -111.037
3417.19    -64.247  -112.069
3466.89    -65.006  -113.085
3517.32    -65.765  -114.086
3568.48    -66.524  -115.070
3620.39    -67.284  -116.040
3673.05    -68.044  -116.994
3726.47    -68.804  -117.933
3780.67    -69.564  -118.858
3835.67    -70.325  -119.769
3891.46    -71.086  -120.665
3948.06    -71.847  -121.548
4005.49    -72.608  -122.417
4063.75    -73.370  -123.273
4122.86    -74.132  -124.117
4182.82    -74.894  -124.947
4243.66    -75.657  -125.764
4305.39    -76.420  -126.570
4368.01    -77.183  -127.363
4431.55    -77.947  -128.144
4496.01    -78.711  -128.913
4561.40    -79.475  -129.671
4627.75    -80.240  -130.418
4695.06    -81.005  -131.153
4763.35    -81.770  -131.878
4832.64    -82.536  -132.592
4902.93    -83.302  -133.295
4974.24    -84.069  -133.987
5046.60    -84.836  -134.670
5120.00    -85.603  -135.342
5194.47    -86.371  -136.005
5270.03    -87.139  -136.658
5346.68    -87.908  -137.301
5424.45    -88.677  -137.935
5503.35    -89.447  -138.559
5583.40    -90.217  -139.175
5664.61    -90.988  -139.781
5747.01    -91.759  -140.379
5830.60    -92.531  -140.968
5915.41    -93.304  -141.549
6001.45    -94.077  -142.121
6088.74    -94.850  -142.685
6177.30    -95.625  -143.241
6267.15    -96.400  -143.788
6358.31    -97.175  -144.328
6450.80    -97.952  -144.861
6544.62    -98.729  -145.385
6639.82    -99.506  -145.902
6736.40   -100.285  -146.412
6834.38   -101.064  -146.914
6933.79   -101.844  -147.410
7034.64   -102.625  -147.898
7136.96   -103.407  -148.379
7240.77   -104.189  -148.854
7346.09   -104.973  -149.322
7452.94   -105.757  -149.783
7561.35   -106.542  -150.238
7671.33   -107.329  -150.687
7782.91   -108.116  -151.129
7896.12   -108.905  -151.565
8010.97   -109.694  -151.995
8127.49   -110.485  -152.419
8245.71   -111.277  -152.837
8365.65   -112.070  -153.249
8487.33   -112.864  -153.656
8610.78   -113.659  -154.057
8736.03   -114.456  -154.452
8863.09   -115.254  -154.842
8992.01   -116.054  -155.227
9122.80   -116.854  -155.607
9255.50   -117.657  -155.981
9390.12   -118.461  -156.350
9526.70   -119.266  -156.714
9665.27   -120.073  -157.073
9805.86   -120.882  -157.428
9948.49   -121.693  -157.777
10093.2   -122.505  -158.122
10240.0   -123.319  -158.462
10388.9   -124.135  -158.798
10540.1   -124.953  -159.129
10693.4   -125.774  -159.456
10848.9   -126.596  -159.779
11006.7   -127.420  -160.097
11166.8   -128.247  -160.411
11329.2   -129.076  -160.721
11494.0   -129.907  -161.027
11661.2   -130.741  -161.329
11830.8   -131.577  -161.627
12002.9   -132.416  -161.921
12177.5   -133.258  -162.211
12354.6   -134.102  -162.498
12534.3   -134.950  -162.781
12716.6   -135.800  -163.060
12901.6   -136.654  -163.336
13089.2   -137.511  -163.608
13279.6   -138.371  -163.877
13472.8   -139.235  -164.142
13668.8   -140.102  -164.405
13867.6   -140.973  -164.664
14069.3   -141.848  -164.919
14273.9   -142.727  -165.172
14481.5   -143.610  -165.421
14692.2   -144.498  -165.668
14905.9   -145.389  -165.911
15122.7   -146.286  -166.152
15342.7   -147.187  -166.390
15565.8   -148.093  -166.625
15792.2   -149.004  -166.857
16021.9   -149.921  -167.086
16255.0   -150.843  -167.313
16491.4   -151.771  -167.537
16731.3   -152.705  -167.759
16974.7   -153.645  -167.978
17221.6   -154.592  -168.194
17472.1   -155.545  -168.409
17726.2   -156.505  -168.620
17984.0   -157.473  -168.830
18245.6   -158.448  -169.037
18511.0   -159.431  -169.242
18780.2   -160.422  -169.445
19053.4   -161.422  -169.646
19330.5   -162.430  -169.844
19611.7   -163.448  -170.041
19897.0   -164.476  -170.235
20186.4   -165.513  -170.428
20480.0   -166.561  -170.619
20777.9   -167.621  -170.808
21080.1   -168.691  -170.995
21386.7   -169.774  -171.180
21697.8   -170.870  -171.363
22013.4   -171.978  -171.545
22333.6   -173.101  -171.726
22658.4   -174.238  -171.904
22988.0   -175.390  -172.081
23322.4   -176.558  -172.257
23661.6   -177.743  -172.431
24005.8   -178.945  -172.604
24355.0   -180.166  -172.775
